dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
7531,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,9/1/11,,2000,2305,1054,1251,0,,,yes, ,yes, , , ,2,,,,,,,,,9/14/12 19:00,5/31/15 2:59,yes,yes,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,
7589,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1954,2013,2013,0,0,,,yes, ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,9/1/11,,1953,960,960,0,0,,,yes, ,yes,yes,yes,yes,1,,,,,57:26.6,40:40.9,,,10/4/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,
7866,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,9/1/11,,1983,960,960,0,0,,,yes, ,yes,yes,yes, ,1,,,,,,,,,9/14/12 19:00,5/31/15 3:59,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,,,yes,,yes,,,,,,yes,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
7989,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,9/1/11,,1973,2148,1748,400,0,,, , ,yes,yes, ,yes,,9/12/14 14:15,5/31/15 2:59,8/22/13 11:03,2/7/14 1:39,8/22/13 11:03,58:38.0,,,9/6/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,yes,,yes,,,,,,yes,,,,,
8031,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,9/1/11,,1949,1058,1058,0,0,,,yes, , , ,yes, ,0,10/9/14 11:00,5/31/15 2:59,4/12/12 18:31,2/7/14 0:37,4/11/12 18:58,43:24.9,,,6/1/13 0:00,12/21/14 17:59,yes,yes,,,,yes,,,,,,,,,yes,,,yes,,yes,,,yes,,,,,yes,,,,,,,,,yes,yes,,,,,yes,,,yes,,,,,,,,,,yes,,,,,yes,,,,,
8268,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1954,1054,1054,0,0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1983,2427,2427,0,0,,,yes, ,yes, , , ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1981,1619,821,798,0,,,yes, ,yes,yes, , ,,10/7/14 12:57,5/31/15 2:59,7/30/13 2:57,2/7/14 0:42,7/30/13 3:02,54:52.0,,,6/20/14 0:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
8741,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,9/1/11,,1953,1533,1533,0,0,,,yes, ,yes, , , ,1,,,,,,,,,3/6/13 18:00,5/31/15 2:47,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,yes,,,yes,yes,yes,yes,,,,yes,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
9019,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,9/1/11,,1990,1613,,,,,,yes, ,yes,yes, ,yes,1,,,,,,,,,9/20/12 19:00,5/31/15 2:59,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,yes,,yes,yes,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,
9356,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,9/1/11,,1981,3381,1354,1590,437,,,yes, , , , , ,1,,,,,,,,,9/17/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,yes,yes,,,,,yes,,,yes,,yes
9499,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,9/1/11,,1965,1112,1112,0,0,,,yes, ,yes,yes,yes, ,1,,,4/11/12 18:28,5/10/13 9:48,,,,,10/11/12 1:00,8/6/14 23:59,yes,,,,,yes,yes,yes,,,,,yes,yes,,,,,,yes,,,yes,,,,,yes,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
9609,yes,Town Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,9/1/11,,1955,1080,1080,0,0,,,yes, ,yes,yes,yes,yes,1,,,4/11/12 18:59,3/4/13 17:11,,,,,10/19/12 19:00,5/31/15 2:56,yes,,,,,yes,,yes,,,,,yes,,yes,yes,,,,,,,yes,,,,,yes,,,,,yes,,yes,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,
9643,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,9/1/11,,1957,1196,1196,0,0,,, , ,yes, , , ,1,9/12/14 16:48,11/21/14 22:59,8/7/13 11:48,2/7/14 0:28,8/7/13 11:48,32:09.4,,,11/14/13 18:00,3/9/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
9654,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,9/1/11,,1954,1237,1237,0,0,,, ,yes, ,yes,yes,yes,0,,,,,,,,,8/30/12 19:00,11/23/14 17:59,yes,,,,,,,yes,,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,
9727,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1949,2000,2000,0,0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,9/1/11,,2001,5231,2704,2527,0,,,yes, ,yes,yes, ,yes,2,,,,,,,,,8/30/12 19:00,5/31/15 3:59,yes,yes,yes,,,,,,,,,,,yes,,yes,,yes,,yes,,,yes,yes,yes,,yes,yes,,,yes,yes,,,yes,yes,,,,,,,,,yes,,yes,yes,yes,,,,,,,yes,yes,,,,yes,yes,,,,yes
9766,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1977,1917,1385,532,0,,,yes, , , , ,yes,,,,,,8/30/13 19:05,48:39.3,,,6/7/14 0:00,5/31/15 2:48,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,yes,,,,,yes,,,,,
9867,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1965,1440,720,720,0,,,yes, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,9/1/11,,1960,1120,1120,0,0,,,yes, , , , , ,0,,,4/11/12 18:58,5/10/13 16:17,,,,,11/15/12 18:00,5/31/15 2:56,yes,,,,,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,yes,,,,,yes,,,,,
9916,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1964,1386,1386,0,0,,,yes, ,yes, , ,yes,0,,,4/15/12 10:11,5/10/13 4:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1980,2782,1530,1058,0,194,0, , ,yes,yes, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,9/1/11,,1981,2501,1537,964,0,,,yes, , , , , ,2,,,,,,,,,11/15/12 18:00,4/30/15 3:59,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,yes,,,,,
9920,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1960,1080,1080,0,0,,, , , , , , ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,9/1/11,,1958,1111,1111,0,0,,,yes, ,yes,yes, ,yes,1,,,,,,,,,8/25/12 19:00,5/31/15 3:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,
9922,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,9/1/11,,2000,2331,2331,0,0,,,yes, ,yes,yes,yes, ,,,,,,,,,,9/7/12 19:00,5/31/15 2:59,yes,yes,,,,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,yes,yes,,,,yes,,,,,yes,yes,,,yes,yes,yes,,,,yes,,,,,,yes,,,,,,,,,,,,yes,yes,,,,
9926,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,,9/1/11,,1992,2284,986,1298,0,0,0, ,yes,yes, , ,yes,,,,,,,,,,10/12/12 19:00,5/31/15 2:59,yes,,,,,,,yes,yes,,,,,yes,,,,yes,yes,yes,,,,,,,,yes,,,,,yes,yes,,,yes,yes,yes,yes,yes,,yes,,,,,,,,,,,,,yes,,,yes,,yes,,,,,
9929,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,,9/1/11,,1942,912,912,0,0,0,0, , ,yes, , , ,0,,,,,,,,,8/24/12 19:00,5/31/15 2:59,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,
9932,yes,Single-Family Home,,yes,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,9/1/11,,1998,2177,1529,648,0,0,0, ,yes,yes,yes,yes,yes,,,,,,,,,,5/31/14 0:00,5/31/15 2:59,yes,,,,,,,,,,,,yes,,yes,,,yes,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,yes,,,,,
9933,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,9/1/11,,1952,1424,1424,0,0,,,yes, ,yes,yes,yes,yes,1,,,,,,,,,9/6/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,yes,,,,,yes,,,,,,,yes,,,,,
9934,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,yes,9/1/11,,1970,1904,,,,,,yes, ,yes,yes,yes, ,,,,,,,,,,10/12/12 19:00,5/31/15 2:59,yes,,,,,,,yes,,,,,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,yes,,
9935,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,yes,9/1/11,,1997,4447,3817,630,0,0,0,yes, , , , , ,,,,,,,,,,8/29/14 0:00,5/31/15 2:53,yes,yes,yes,,,,,,,,,,yes,,,,,,,yes,,,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,yes,,,,,
9936,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,,9/1/11,,1984,1523,1523,0,0,,,yes, ,yes,yes, , ,1,,,,,,,,,12/11/12 18:00,11/29/14 17:59,yes,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,yes,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
9937,yes,Single-Family Home,,yes,yes,,,CCET - UT Text,,Austin,Texas,yes,9/1/11,,1963,1923,,,,,,yes, ,yes,yes, , ,,,,,,,,,,10/30/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,yes,,yes,yes,,,,,yes,,,,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,yes,,,,,
9938,yes,Single-Family Home,,yes,yes,,,CCET - Portal Only,,Austin,Texas,,9/1/11,,1952,2413,2413,0,0,,,yes, , , , , ,,,,,,,,,,5/25/13 19:00,5/31/15 2:59,yes,yes,,,,yes,,,,,,,,,yes,,,yes,yes,,,,yes,yes,,,,yes,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,,,,,yes,,,,,
9939,yes,Single-Family Home,,yes,yes,,,CCET - Text Message,,Austin,Texas,,9/1/11,,1951,1440,1440,0,0,,,yes, ,yes, , , ,0,,,,,,,,,12/17/12 18:00,5/31/15 3:59,yes,yes,,,,yes,,yes,yes,yes,,,,yes,,,,yes,,,yes,,yes,yes,yes,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,yes,,,,
9940,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1961,1079,1079,0,0,,,yes, ,yes, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,yes,Single-Family Home,,yes,yes,,,,,Austin,Texas,,9/1/11,,1984,3041,2048,993,0,,,yes, ,yes,yes, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,yes,Single-Family Home,,yes,yes,,,CCET - Control,,Austin,Texas,yes,9/1/11,,1915,2050,,,,,,yes, , ,yes, , ,,,,,,,,,,9/14/13 19:00,5/31/15 3:59,yes,yes,,,,,,,,,,,,yes,,,,yes,,,,,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,yes,yes,,,yes,yes,,,,,
121,yes,Town Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1900,950,950,0,0,0, , ,yes,yes,yes,yes,,,,5/15/12 5:19,5/10/13 16:28,,,,,2/28/14 0:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,yes,yes,,,,yes,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
187,yes,Single-Family Home,,,yes,yes,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2008,2122,1162,960,0,0,0, , ,yes, , , ,2,,,4/11/12 18:59,5/10/13 16:28,,,,,5/15/12 19:00,5/31/15 2:46,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,yes,,yes,,,
252,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2008,2669,1455,1214,0,0,0, , ,yes, ,yes, ,,,,4/12/12 18:59,10/7/13 15:44,9/26/12 18:59,10/7/13 15:44,,,12/11/12 18:00,5/31/15 3:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
364,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2008,2196,1424,772,0,0,0, , ,yes, ,yes, ,,,,4/11/12 18:57,5/10/13 16:29,,,,,4/30/14 0:00,5/31/15 2:59,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
861,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2007,1946,1001,945,0,0,0, , ,yes, , , ,,,,4/13/12 7:31,5/10/13 16:28,,,,,3/19/12 19:00,5/31/15 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
1103,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2007,2122,1162,960,0,0,0, , ,yes,yes, ,yes,2,,,4/12/12 18:48,5/10/13 16:22,,,,,5/2/12 19:00,5/31/15 3:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
1153,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,2008,3249,1532,1717,0,0,0, , ,yes, , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,12/11/12 18:00,3/26/15 4:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
1169,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1469,1469,0,0,0,0, , ,yes,yes,yes,yes,1,,,4/11/12 18:55,5/10/13 16:28,,,,,5/11/12 19:00,5/31/15 2:59,yes,,,,,,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,yes,yes,,,,,,,yes,yes,yes,yes,yes,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
1283,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2007,2680,2680,,,,, , ,yes, ,yes, ,,9/15/14 9:15,5/31/15 2:59,4/11/12 18:58,2/6/14 22:04,5/1/12 13:00,44:33.7,,,5/2/12 19:00,5/31/15 2:43,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,
1403,yes,Town Home,,,yes,,,,,Austin,Texas,,11/22/11,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,4/26/14 0:00,5/31/15 2:59,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
1415,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1720,1720,0,0,0,0, , ,yes, ,yes,yes,1,,,4/11/12 18:54,5/10/13 16:27,,,,,7/15/14 0:00,5/31/15 2:59,yes,,,,,yes,,yes,,,,,,yes,,yes,,yes,,yes,,,yes,,yes,,yes,yes,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,yes,,,,,
1697,yes,Single-Family Home,,,yes,yes,,,,Austin,Texas,yes,11/22/11,,2008,2236,1444,792,0,0,, ,yes,yes, ,yes,yes,2,,,4/11/12 18:51,5/10/13 16:28,,,,,5/25/12 19:00,5/31/15 3:59,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,,yes,yes,,yes,,,,yes,yes,,,,,,,yes,yes,,,,,,,yes,yes,yes,,,,,,,,,,,yes,,,,,yes,,,,,
1792,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2008,2001,1435,566,0,0,, , , , , ,yes,,,,4/11/12 18:59,5/10/13 16:29,,,,,5/2/12 19:00,5/31/15 3:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2449,yes,Town Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1576,778,798,0,0,, , ,yes, , , ,2,,,7/5/12 16:17,2/6/14 21:50,5/1/12 18:00,37:42.1,,,5/2/12 19:00,5/31/15 2:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2470,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2008,1544,1096,448,0,0,0, ,yes,yes, ,yes, ,,4/9/14 1:34,5/31/15 2:59,4/11/12 18:59,5/10/13 16:29,,,,,7/19/12 14:42,5/31/15 2:59,yes,,,,,,,yes,,,,,yes,yes,,yes,,yes,,yes,,,yes,,yes,,yes,yes,,,,,,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,,yes,,,,yes,yes,,,,,
2742,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2009,2214,1433,781,0,0,0, , ,yes,yes, , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,2/8/13 18:00,5/31/15 2:38,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2755,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,2008,2385,1385,1000,0,0,0, , , , , , ,,,,4/11/12 18:57,5/10/13 16:28,,,,,5/2/12 19:00,5/20/15 2:59,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,
2792,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,3249,,,,,, , ,yes, ,yes,yes,,,,4/11/12 18:58,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:54,5/10/13 16:28,,,,,5/15/12 19:00,5/31/15 2:41,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2965,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2007,1720,,,,,, , ,yes, , , ,,,,4/11/12 18:58,2/6/14 23:09,7/10/12 13:00,10:20.3,,,5/31/12 0:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,yes,,,,yes,,yes,yes,,yes,,,,yes,yes,,,,yes,,,yes,yes,yes,,,,,,yes,,yes,,,,yes,,,,,,,yes,,yes,,,yes,,,,,
2980,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2009,1556,1556,0,0,0,0, , ,yes, , , ,,,,4/11/12 18:59,5/10/13 16:27,,,,,5/2/12 19:00,5/31/15 3:57,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
2986,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2008,2310,,,,,, , ,yes,yes,yes,yes,,,,4/11/12 18:59,5/10/13 16:26,,,,,5/15/12 19:00,5/31/15 3:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
3134,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,2008,1240,,,,,, , ,yes,yes, , ,,,,4/11/12 18:59,5/10/13 16:28,,,,,9/17/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,
3224,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2008,2001,1435,566,0,0,0, , ,yes, ,yes,yes,,,,4/11/12 18:59,5/10/13 16:29,,,,,5/2/12 19:00,3/16/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,
3367,yes,Single-Family Home,,,yes,yes,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2007,2843,,,,,, ,yes,yes, ,yes, ,,4/4/14 11:17,5/31/15 2:59,4/11/12 18:59,2/6/14 21:23,5/1/12 13:00,53:38.2,,,10/27/12 19:00,5/31/15 2:59,yes,,,,,,,yes,,,,,yes,yes,,,,yes,yes,yes,yes,,yes,,,,yes,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,yes,yes,,,,,yes,,yes,,,
3527,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2008,2075,,,,,, , ,yes,yes, , ,,,,4/11/12 18:57,5/10/13 16:29,,,,,5/2/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,yes,,,,,
3538,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,,,,,,,, , ,yes,yes, ,yes,,,,11/17/12 17:44,5/10/13 16:16,,,,,4/26/14 0:00,5/31/15 2:59,yes,,,,,yes,,yes,,,,,,yes,,,,yes,,,yes,,yes,,,,yes,yes,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,yes,,yes,,yes,yes,,,,,
