dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
187,yes,Single-Family Home,"","",yes,yes,"",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2008,2122,1162,960,0,0,0, , ,yes, , , ,2,"","",2012-04-11 18:59:59-05,2013-05-10 16:28:27-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 02:46:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"",yes,"",yes,yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"",yes,"","","",,1
252,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2008,2669,1455,1214,0,0,0, , ,yes, ,yes, ,,"","",2012-04-12 18:59:15-05,2013-10-07 15:44:11-05,2012-09-26 18:59:39-05,2013-10-07 15:44:14-05,"","",2012-12-11 18:00:00-06,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
364,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-11-22,"",2008,2196,1424,772,0,0,0, , ,yes, ,yes, ,,"","",2012-04-11 18:57:13-05,2013-05-10 16:29:00-05,"","","","",2014-04-30 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","",yes,"","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
1103,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2007,2122,1162,960,0,0,0, , ,yes,yes, ,yes,2,"","",2012-04-12 18:48:41-05,2013-05-10 16:22:37-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",1,1
1283,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2007,2680,2680,,,,, , ,yes, ,yes, ,,2014-09-15 09:15:33-05,2015-05-31 02:59:02-05,2012-04-11 18:58:20-05,2014-02-06 22:04:34-06,2012-05-01 13:00:00-05,2015-05-30 23:44:33.711289-05,"","",2012-05-02 19:00:00-05,2015-05-31 02:43:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",,1
1697,yes,Single-Family Home,"","",yes,yes,"","","",Austin,Texas,yes,2011-11-22,"",2008,2236,1444,792,0,0,, ,yes,yes, ,yes,yes,2,"","",2012-04-11 18:51:59-05,2013-05-10 16:28:16-05,"","","","",2012-05-25 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","",yes,"",yes,"","","","",yes,yes,"","","",yes,"",yes,yes,"",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","",yes,yes,yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",4,1
1792,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2008,2001,1435,566,0,0,, , , , , ,yes,,"","",2012-04-11 18:59:23-05,2013-05-10 16:29:50-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",2,1
2742,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2009,2214,1433,781,0,0,0, , ,yes,yes, , ,,"","",2012-04-11 18:59:54-05,2013-05-10 16:29:49-05,"","","","",2013-02-08 18:00:00-06,2015-05-31 02:38:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
2755,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2011-11-22,"",2008,2385,1385,1000,0,0,0, , , , , , ,,"","",2012-04-11 18:57:30-05,2013-05-10 16:28:44-05,"","","","",2012-05-02 19:00:00-05,2015-05-20 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,1
2986,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2011-11-22,"",2008,2310,,,,,, , ,yes,yes,yes,yes,,"","",2012-04-11 18:59:53-05,2013-05-10 16:26:42-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",2,1
3224,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2008,2001,1435,566,0,0,0, , ,yes, ,yes,yes,,"","",2012-04-11 18:59:54-05,2013-05-10 16:29:49-05,"","","","",2012-05-02 19:00:00-05,2015-03-16 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",2,1
3367,yes,Single-Family Home,"","",yes,yes,"",CCET - UT Text,"",Austin,Texas,yes,2011-11-22,"",2007,2843,,,,,, ,yes,yes, ,yes, ,,2014-04-04 11:17:02-05,2015-05-31 02:59:01-05,2012-04-11 18:59:47-05,2014-02-06 21:23:10-06,2012-05-01 13:00:00-05,2015-05-30 23:53:38.169752-05,"","",2012-10-27 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,"","","","",yes,yes,"","","",yes,yes,yes,yes,"",yes,"","","",yes,yes,"","","","","","","","",yes,yes,"","","","","","",yes,"","","",yes,"","","","","",yes,yes,"","","","",yes,"",yes,"","","",,1
3527,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2011-11-22,"",2008,2075,,,,,, , ,yes,yes, , ,,"","",2012-04-11 18:57:52-05,2013-05-10 16:29:07-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",yes,"","","","","",,1
3635,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2007,2521,2521,0,0,0,0, , ,yes, , , ,,"","",2012-04-12 18:57:44-05,2013-05-10 16:21:49-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 02:53:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
3719,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2007,2843,,,,,, , ,yes, , , ,,"","",2012-04-12 15:13:21-05,2013-05-10 16:27:38-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 02:47:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,1
4193,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2011-11-22,"",2008,2669,,,,,, , ,yes, , , ,,"","",2012-04-11 18:55:28-05,2013-05-10 16:28:50-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 02:51:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,1
4373,yes,Single-Family Home,"","",yes,yes,"",CCET - Pricing Trial,"",Austin,Texas,yes,2011-11-22,"",2008,2122,,,,,, , ,yes,yes, ,yes,,"","",2012-04-11 18:59:58-05,2013-05-10 16:29:07-05,"","","","",2012-05-31 19:00:00-05,2015-05-31 02:54:00-05,yes,"","","","",yes,"",yes,yes,yes,"","",yes,yes,"","","",yes,yes,yes,yes,"",yes,"",yes,"",yes,yes,"","","","","","",yes,yes,yes,"","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"",yes,"","","",4,1
4526,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-11-22,"",2009,2521,1476,1045,,,, ,yes, , , , ,,"","",2012-04-11 18:59:04-05,2013-05-10 16:29:09-05,"","","","",2012-08-18 19:00:00-05,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","",yes,yes,"","","",yes,"",yes,yes,"",yes,yes,yes,"",yes,yes,"","","","","","",yes,yes,yes,yes,yes,yes,"","",yes,"",yes,"","","",yes,"","","","","",yes,yes,"","","","",yes,"",yes,"","","",,1
4743,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2011-11-22,"",2011,2072,681,1028,363,0,0, , ,yes,yes, , ,,"","",2012-04-11 18:59:48-05,2013-05-10 16:28:48-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
5738,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2843,1457,1386,0,0,0, , ,yes, , , ,2,"","",2012-04-11 18:15:09-05,2013-05-10 16:29:53-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
5817,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2007,2001,1435,566,0,0,0, , ,yes,yes,yes, ,2,"","",2012-04-11 16:39:31-05,2013-05-10 16:29:13-05,"","","","",2012-05-02 19:00:00-05,2015-03-13 05:41:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
5921,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2001,1435,566,0,0,0, , ,yes,yes, , ,,"","",2012-04-11 18:59:47-05,2013-05-10 16:29:51-05,"","","","",2014-06-10 00:00:00-05,2015-05-31 02:54:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","",yes,"","",yes,yes,"","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","",yes,yes,"",yes,"","","",,1
6266,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2345,1385,960,0,0,0, , ,yes, ,yes,yes,2,"","",2012-04-11 18:59:55-05,2013-05-10 16:28:24-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 02:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",2,1
7560,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2007,2345,1385,960,0,0,0, , , ,yes, , ,2,"","",2012-07-02 15:53:00-05,2013-04-07 19:59:27-05,"","","","",2014-08-19 00:00:00-05,2015-05-31 02:39:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","","",yes,"",yes,yes,yes,"","","",yes,yes,"","","","","","",yes,yes,yes,"","","","","","","",yes,"",yes,"",yes,"","","","","","",yes,"",yes,"","",yes,"","","","","",,1
7627,yes,Single-Family Home,"","",yes,yes,"","","",Austin,Texas,yes,2011-11-22,"",2008,2669,1455,1214,0,0,0, , ,yes, , ,yes,2,"","",2012-04-12 18:16:01-05,2013-05-10 15:29:59-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"",yes,"","","",3,1
7800,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-11-22,"",2008,2075,,,,,, , ,yes,yes,yes,yes,,"","",2012-04-11 18:57:34-05,2013-05-10 16:26:46-05,"","","","",2012-09-01 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","",yes,yes,"","","","","","","","",yes,yes,yes,"","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"",yes,"","","",2,1
7850,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2007,2345,1385,960,0,0,0, , , , ,yes, ,2,"","",2012-11-17 17:35:44-06,2013-05-10 16:29:26-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 02:39:00-05,yes,"","","","","","","","","","","",yes,yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,1
7900,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-11-22,"",2009,2632,2632,0,0,0,0, , ,yes,yes, ,yes,,"","",2012-04-11 18:08:48-05,2013-05-10 16:24:00-05,"","","","",2014-05-13 19:00:00-05,2015-05-31 02:39:00-05,yes,"","","","","","","","","","","","","","",yes,"","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",2,1
8155,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2471,1435,1036,0,0,0, , , , , , ,2,"","",2012-04-11 18:58:42-05,2013-05-10 16:29:32-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,1
8156,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2669,1455,1214,0,0,0, , , , , , ,,"","",2012-04-11 18:59:43-05,2013-05-10 16:29:50-05,"","","","",2014-06-11 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,yes,yes,"","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,1
8669,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-11-22,"",2009,2919,1401,1518,0,0,0, ,yes,yes,yes, ,yes,,"","","","","","","","",2012-07-20 10:31:00-05,2015-05-24 03:59:00-05,yes,"","","","",yes,"","","","","","",yes,yes,"",yes,"",yes,"","",yes,"",yes,yes,"","",yes,yes,"","","","",yes,"",yes,yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","",yes,yes,"","","","",yes,"","","","","",3,1
9052,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-11-22,"",2008,2345,1385,960,0,0,0, , ,yes,yes,yes,yes,2,"","",2012-04-11 18:59:56-05,2013-05-10 16:29:40-05,"","","","",2012-09-17 19:00:00-05,2015-05-30 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",4,1
9971,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-11-22,"",2009,2938,1459,1479,0,0,0, , ,yes,yes,yes, ,,"","",2012-04-11 18:56:54-05,2013-05-10 16:28:05-05,"","","","",2014-02-05 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","","","","",yes,yes,"","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
7794,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2012-03-19,"",2008,2345,1385,960,0,0,0, , , , , , ,,"","",2012-04-11 18:59:36-05,2013-05-10 16:29:54-05,"","","","",2012-12-11 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","","","","","","","",,1
1508,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2012-01-01,"",,2122,,,,,, , , , , , ,,"","",2012-04-11 18:59:13-05,2013-05-10 16:29:08-05,"","","","",2012-12-11 18:00:00-06,2015-05-31 02:55:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
6498,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-02-17,"",1926,2164,1106,1058,0,0,0, ,yes, , ,yes,yes,,"","","","","","","","",2014-07-01 00:00:00-05,2015-05-31 02:59:00-05,yes,yes,"","","","","",yes,"","","","","",yes,"",yes,"",yes,"","",yes,"",yes,yes,yes,"","",yes,"","","","","","",yes,"",yes,yes,yes,yes,"","","","","","",yes,"","","","","","","","",yes,yes,"","","",yes,"","","","","",2,1
1791,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2012-03-19,"",2008,2632,2632,0,0,0,0, , , , , , ,,"","",2012-04-11 18:23:42-05,2013-05-10 16:28:59-05,"","","","",2014-03-13 00:00:00-05,2015-05-31 02:55:00-05,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
4514,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2012-03-19,"",2007,2122,1162,960,0,0,0, , , , , , ,,"","",2012-04-11 18:52:39-05,2014-02-06 23:36:57-06,2012-05-01 13:00:00-05,2015-05-30 23:55:48.240249-05,"","",2013-06-27 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,yes,"",yes,"","","",yes,yes,"","","","",yes,yes,"","","","","","","","",yes,yes,yes,"","","",yes,"","","","","",yes,yes,"","","","",yes,"","","","","",,1
8086,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-03-19,"",2008,2919,1401,1518,0,0,0, , , , , , ,,"","",2012-04-11 18:59:50-05,2013-05-10 16:29:06-05,"","","","",2014-01-13 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,"","",yes,"",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,yes,"","",yes,"","","","","","",yes,"","","","",yes,"",yes,"","","",,1
8419,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2012-03-19,"",2009,2962,1603,1359,,,, , , , , , ,,"","",2012-04-11 17:25:36-05,2013-05-10 16:27:44-05,"","","","",2012-08-17 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"","",yes,yes,"","","",yes,yes,"","","",yes,yes,"","","",yes,"","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"",yes,"","",yes,"",yes,"","","",,1
4874,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-03-26,"",2010,2021,1383,638,0,0,0, , , ,yes,yes, ,,"","",2012-04-11 18:59:59-05,2013-05-10 16:29:52-05,"","","","",2013-06-25 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"",yes,"",yes,yes,yes,"","",yes,"",yes,"",yes,yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,1
8292,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-04-26,"",2012,2377,1508,869,0,0,0, ,yes, ,yes,yes,yes,2,"","",2012-04-11 18:59:53-05,2013-05-10 16:28:08-05,"","","","",2013-02-16 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",3,1
6121,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2012-05-07,"",2010,2174,972,1202,0,0,0, , , ,yes,yes,yes,,"","","","","","","","",2012-08-15 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","",yes,"","","","",yes,"",yes,"","",yes,"",yes,"",yes,yes,"","","","","","","","",yes,yes,"","","","","","","",yes,"","","","","","","","",yes,yes,"","","","",yes,"",yes,yes,"","",4,1
4946,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-05-08,"",2007,2212,1190,1022,0,0,0, , , , ,yes,yes,2,"","","","","","","","",2013-02-16 18:00:00-06,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",4,1
3036,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2012-06-04,"",2011,2101,710,1028,363,,, ,yes, ,yes,yes,yes,,"","",2012-04-11 18:59:54-05,2013-05-10 16:29:39-05,"","","","",2012-07-13 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,yes,yes,"","","","",yes,"",yes,"","","","","","","","","","",yes,"",yes,"","",yes,"","","","","",3,1
6692,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2012-07-03,"",2007,2521,2521,0,0,0,0, , , ,yes,yes, ,,"","",2012-04-11 18:49:43-05,2013-05-10 16:25:20-05,"","","","",2013-08-15 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","",yes,yes,yes,yes,"",yes,"","","","",yes,"","","",yes,"","",yes,yes,"","","","","","",yes,"",yes,yes,"","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,1
26,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2012-08-07,"",2008,2075,2075,0,0,0,0, ,yes, , ,yes, ,,"","",2012-04-11 18:58:44-05,2013-05-10 16:29:42-05,"","","","",2012-11-02 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","",yes,yes,"","","","","","",yes,"",yes,yes,"","","","","","",yes,"","","",yes,yes,"","","","","",yes,yes,"","","",yes,"",yes,"","","",,1
222,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",1966,2226,2226,0,0,0,0, , , , ,yes, ,1,2014-09-12 14:15:09-05,2014-09-15 14:59:02-05,2013-08-30 19:06:00-05,2013-12-17 14:55:40-06,"","","","",2013-09-12 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","",yes,"",yes,yes,"","","","",yes,"","","","","",,1
1507,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,"",2012-08-29,"",1967,2892,2342,550,0,0,0, , , , , , ,0,2014-09-15 10:19:31-05,2015-05-31 02:59:01-05,2013-09-17 13:45:46-05,2013-09-17 14:33:21-05,2013-09-17 13:45:46-05,2015-05-30 23:57:51.979311-05,"","",2013-02-23 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","","",,1
3893,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",1966,2699,1559,1140,0,0,0, , , , ,yes,yes,2,2014-09-24 14:59:01-05,2015-05-31 02:59:01-05,"","",2014-07-14 11:27:57.633316-05,2015-05-29 12:35:19.957781-05,"","",2013-08-31 19:00:00-05,2015-05-31 02:30:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","","","","","","","",yes,yes,yes,"","","",yes,"","","","","",2,1
5109,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2012-11-15,"",1979,2920,1890,1030,0,0,0, , , , ,yes,yes,1,"","","","","","","","",2013-04-26 19:00:00-05,2015-05-31 02:59:00-05,yes,yes,"","","","","","","","","","",yes,"","","","","","",yes,"","",yes,"","","",yes,yes,"","","",yes,"","","","",yes,"","","","","","","","","","","",yes,"","","","",yes,yes,"","","",yes,"",yes,"","",yes,yes,"",0,1
8589,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2012-12-05,"",,2120,1720,400,0,0,0, , , , , , ,2,"","","","","","","","",2013-03-28 00:00:00-05,2015-05-15 04:59:00-05,yes,yes,"","","","","","","","","","","","","","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,1
7030,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-01-07,"",2007,2122,1162,960,0,0,0, , , , , , ,,"","",2012-04-11 18:59:06-05,2013-05-10 16:29:53-05,"","","","",2013-08-05 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",yes,"","","","","",,1
