dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
4575,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-05-24,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:57:50-05,2013-05-10 16:27:45-05,"","","","",2014-07-03 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"",yes,"",yes,yes,"",yes,"",yes,"",yes,"","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"",yes,"","",yes,yes,"","","","",,0
4213,yes,Town Home,"","",yes,"","","","",Austin,Texas,"",2012-05-16,"",,,,,,,, , , ,yes,yes,yes,,"","","","","","","","",2014-10-08 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,"","",yes,"",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",3,4
9474,yes,Town Home,"","",yes,"","","","",Austin,Texas,"",2012-07-02,"",2008,1994,1001,993,0,0,0, , , , , , ,,"","",2012-04-17 15:52:18-05,2013-05-10 16:28:48-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,4
520,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-06-05,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1681,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,"",2012-06-06,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-03-13 19:00:00-05,2015-05-31 02:51:00-05,yes,"","","","","","",yes,"","","","","","",yes,"","","","","","","",yes,"","","","",yes,"","","","","","",yes,"",yes,"","","","","","","",yes,yes,"","","","","","","","","","","","","","",yes,"",yes,"","","",,0
3829,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-06-11,"",,,,,,,, , , , ,yes, ,,"","","","","","","","",2013-10-09 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","",yes,"","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","",yes,"","",yes,"","",,0
7419,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-06-11,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
3616,yes,Single-Family Home,yes,"","","","","","",Fort Worth,Texas,"",2012-11-27,"",,2400,2400,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
580,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-07-13,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-08-13 19:00:00-05,2015-05-31 02:50:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","","","","","","",yes,"","","","",yes,"","","","","","","","","","","","","","","",yes,"","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,,0
5636,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-07-23,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:56-05,2013-05-10 16:29:31-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9613,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-05-16,"",1969,1597,1597,0,0,0,0, , , , , , ,1,"","","","","","","","",2013-07-25 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","",yes,"",yes,"","","","","","","","","","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,2
9141,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2012-05-18,"",1954,1933,1933,0,0,0,0, , , , , , ,,"","","","","","","","",2013-02-28 18:00:00-06,2015-05-31 02:45:00-05,yes,"","","","","","","","","","","","","",yes,"","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"",yes,yes,yes,yes,yes,"","","","","","","",yes,"","","","","","","","","","","","",yes,yes,"","","","","",,2
4957,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-05-10,"",2006,3381,2135,1246,0,0,0, ,yes, , ,yes, ,2,"","","","","","","","",2012-07-18 00:00:00-05,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,yes,"","",yes,yes,"","","","","","",yes,yes,yes,"","","","","",yes,"",yes,yes,"","","","","","","","",yes,yes,"","","","",yes,yes,"","","","",,3
8197,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-05-10,"",1999,3952,2390,1562,0,0,0, ,yes, ,yes, ,yes,3,"","","","","","","","",2013-09-28 19:00:00-05,2015-05-31 02:59:00-05,yes,yes,yes,"","","","",yes,"","","","",yes,"",yes,yes,"",yes,"","",yes,"",yes,yes,"","",yes,yes,"","","","","","",yes,yes,"","","","","","","","",yes,yes,"","",yes,"","","","","",yes,yes,yes,"","","",yes,"","","","","",2,3
2242,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,"",2012-05-23,"",1999,3489,2097,1392,0,0,0, ,yes, , ,yes,yes,,"","","","","","","","",2012-07-13 19:00:00-05,2015-05-31 03:59:00-05,yes,yes,"","","",yes,"","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","",yes,yes,yes,yes,yes,"",yes,"","","","","",yes,yes,"","","",yes,yes,"","","","","",2,3
8703,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-21,"",,,,,,,, , , , , ,yes,,"","",2012-04-24 05:38:19-05,2013-05-10 16:27:22-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,0
434,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,"",2012-08-28,"",,,,,,,, , , , , ,yes,2,"","","","","","","","",2013-02-25 15:01:00-06,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,yes,"","","","","","","","","",yes,"","","","",yes,"","",yes,"","",4,0
8071,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,2014-02-11,,,,,,,, , , , ,yes, ,,"","","","",2014-08-21 11:27:13.529658-05,2014-08-22 23:08:04.268706-05,"","",2013-10-04 19:00:00-05,2013-12-19 17:59:00-06,yes,yes,"","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","",yes,"","",yes,yes,"","","","","","","","","","","","","","","","","","",yes,yes,"","","","",yes,"","","","","",,0
6418,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,2015-01-08,,,,,,,, , , , ,yes, ,,"","",2013-08-30 19:05:30-05,2014-02-06 21:04:52-06,"","","","",2014-04-04 19:00:00-05,2015-01-06 17:59:00-06,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,0
773,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7287,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",,,,,,,, , , , , , ,1,"","",2013-11-05 20:49:25-06,2014-02-06 21:05:49-06,2013-08-30 19:05:39-05,2015-05-30 23:57:17.603914-05,"","",2014-02-19 12:02:00-06,2015-05-29 13:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"",yes,yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
9639,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",,,,,,,, , , ,yes,yes, ,,"","",2013-08-30 19:05:54-05,2014-02-06 21:05:51-06,2013-08-30 19:05:53-05,2015-04-26 20:46:44.09557-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9701,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2012-08-03,"",2008,1185,602,583,,,, , , ,yes, , ,,"","",2012-04-11 18:58:18-05,2013-05-10 16:29:46-05,"","","","",2012-11-01 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,yes,yes,yes,"","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",,2
6072,yes,Single-Family Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,"",2012-08-15,"",1953,1636,,,,,, , , ,yes,yes, ,1,"","","","","","","","",2012-09-20 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,"","","","",yes,"","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","","","",yes,"","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
160,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2012-08-21,"",1948,1018,,,,,, , , ,yes, , ,,"","","","","","","","",2013-02-15 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","","",yes,"","","","","","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","",yes,,2
9578,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-21,"",1972,1656,1656,0,0,0,0, , , ,yes,yes,yes,1,"","","","","","","","",2013-10-01 19:00:00-05,2015-05-29 02:59:00-05,yes,"","","","","","",yes,yes,"","","","",yes,"","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","","","","","","",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",1,2
2769,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-28,"",1946,1505,1505,0,0,0,0, ,yes, ,yes, ,yes,1,"","","","","","","","",2013-01-12 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","",yes,"",yes,"",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",2,2
9484,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2012-08-23,"",1984,3043,1790,1253,0,0,0, , , , ,yes, ,,"","","","","","","","",2013-03-20 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","",yes,yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,yes,"","","","","",yes,"","","","","","","","","","","","",yes,"","","","",yes,"","",yes,"","",,3
6412,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2012-08-29,"",1968,3877,2381,1496,,,, , , ,yes, , ,,2014-09-24 15:14:16-05,2015-05-31 02:59:01-05,2013-08-30 19:05:48-05,2014-02-07 01:54:03-06,2013-08-30 19:05:47-05,2015-05-30 23:38:45.009105-05,"","",2012-11-09 00:00:00-06,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,yes,"","","","","","","","","","","","","","","","","","","","","","","",yes,"",yes,"","","","","",yes,"","","","","",,3
9295,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-29,"",1966,3062,3062,0,0,0,0, , , , , , ,1,"","",2013-07-30 05:15:54-05,2014-02-07 02:05:59-06,"","","","",2013-08-30 19:00:00-05,2015-05-31 02:39:00-05,yes,yes,"","","",yes,"","","","","","","",yes,"","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","",yes,"","",yes,yes,"","","","","","",yes,yes,yes,"","","",yes,"","","","","","",yes,yes,"","","",yes,"","","","","",,3
6576,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-09-17,"",,,,,,,, , , ,yes, , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7901,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2012-09-21,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-02-14 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,yes,"","","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
5209,"",Town Home,"","",yes,"","",CCET - Pricing Trial,"",Austin,Texas,"",2012-09-17,2015-03-09,2012,1733,1328,405,0,0,0, , , , ,yes, ,,"","",2012-09-07 18:59:17-05,2013-05-10 16:28:05-05,"","","","",2013-03-07 18:00:00-06,2015-03-09 04:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"",yes,"","","",,4
7096,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-10-15,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7674,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-10-19,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:53:03-05,2013-05-10 16:24:33-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
3805,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-10-20,"",,,,,,,, , , , ,yes, ,,"","",2012-04-11 18:59:25-05,2013-05-10 16:29:48-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
5102,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-10-23,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:03-05,2013-05-10 16:29:52-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4252,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-10-24,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:57:46-05,2013-05-10 16:19:54-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1518,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-11-05,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:26-05,2013-05-10 16:28:58-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
2647,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-11-07,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:56-05,2013-05-10 16:28:12-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6103,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-11-08,"",,,,,,,, , , , ,yes, ,,"","",2012-04-11 18:59:50-05,2013-05-10 16:29:30-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8565,yes,Town Home,"","",yes,"","","","",Austin,Texas,"",2012-11-01,"",,,,,,,, , , , , , ,,"","",2012-04-11 17:50:44-05,2013-05-10 16:03:37-05,"","","","",2014-06-05 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"",yes,"",yes,yes,yes,"","",yes,"","","","",yes,"","","","",yes,"",yes,yes,"","","","","","",yes,"",yes,"","","","","","","","","","",yes,"",yes,"","",yes,"","","","","",,4
7017,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-11-16,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:45-05,2013-05-10 16:29:16-05,"","","","",2014-01-23 18:00:00-06,2015-03-05 02:59:00-06,yes,yes,"","","",yes,"","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,yes,"","",yes,yes,"","","","","","",yes,yes,yes,"","","","","","","",yes,"","","",yes,"","","","","",yes,yes,yes,"","","",yes,"",yes,"","","",,0
7281,yes,Single-Family Home,yes,"","","","","","",Dallas,Texas,"",2012-11-20,"",,2208,2208,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1644,yes,Single-Family Home,yes,"","","","","","",Dallas,Texas,"",2012-11-22,"",,2902,2902,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4686,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2012-11-22,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1853,yes,Single-Family Home,yes,"","","","","","",Fort Worth,Texas,"",2012-11-27,"",,2570,2570,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
2797,yes,Single-Family Home,yes,"","","","","","",Benbrook,Texas,"",2012-11-27,"",,1560,1560,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
